"MonitoringLocationIdentifier","ActivityStartDate","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","LatitudeMeasure","LongitudeMeasure","Month","Year","ResultStatusIdentifier","NH3.d","NH3.t","NO23.d","NO23.t","TDN","TN","DOC","TOC","TDP","TP","CO3.t","TKN.t","TKN.d","NO3.t","NO2.t","PO4","TKN.t2","Total Kjeldahl nitrogen_Total","orig.units","Flow.cfs","SiteType","OBJECTID_1","FID_UL_sub","OBJECTID","TARGET_FID","Type","wsa_sqkm","WS_Name","Monitored_","Shape_Leng","Shape_Area","geometry","Backwater","Flow.USGS.cfs","load.TN.kgd","load.TDN.kgd","load.TP.kgd","load.TDP.kgd","load.TOC.kgd","load.DOC.kgd"
"WFWQC_UT-4996540",2017-08-15,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,8,2017,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",20.5178407,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2017-09-13,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,9,2017,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",12.9604949,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2017-09-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,9,2017,"Accepted",44,63,14200,14200,15500,17400,3940,3780,1220,1480,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",10.73,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,456.77979592704,406.9015423488,38.852534366208,32.027089139712,99.231472908288,103.431746893824
"UTAHDWQ_WQX-4996566",2017-09-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,9,2017,"Accepted",32,43,11500,11500,12500,15000,4050,3220,1.385,1320,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",7.364,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,270.2482900992,225.206908416,23.7818495287296,0.0249529254524928,58.0132996079616,72.967038326784
"UTAHDWQ_WQX-4996540",2017-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,10,2017,"Accepted",45,48,14300,14400,18900,18900,4050,3310,1390,1590,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",16.63,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,768.97455473664,768.97455473664,64.691510160384,56.554213284864,134.672263289856,164.78026172928
"UTAHDWQ_WQX-4996566",2017-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,10,2017,"Accepted",34,39,13100,13100,16900,17300,3120,2940,1370,1440,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",7.216,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,305.422159527936,298.360375492608,25.4224225271808,24.1866103209984,51.9041126596608,55.0819154755584
"WFWQC_UT-4996540",2017-10-18,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,10,2017,"Accepted",NA,380,NA,NA,NA,22800,NA,NA,1670,1800,NA,NA,NA,NA,4200,130,173,15.1,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2017-11-06,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,11,2017,"Accepted",64,53,12100,11900,15000,17200,3960,3460,2010,1440,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",12.69,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,534.00827252736,465.704888832,44.707669327872,62.404455103488,107.422594357248,122.946090651648
"UTAHDWQ_WQX-4996566",2017-11-06,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,11,2017,"Accepted",61,54,11900,11800,15500,16300,3830,3350,1590,1530,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",9.907,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,395.082399992832,375.69185275392,37.0844215944192,38.5387126373376,81.197916562944,92.8322449062912
"WFWQC_UT-4996540",2017-11-14,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,11,2017,"Accepted",NA,51,NA,NA,NA,16200,NA,NA,1590,1720,NA,NA,NA,NA,3400,25,1500,2.25,"m3.sec",22.6367227,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,897.194249236112,NA,95.2576610300069,88.0579540916925,NA,NA
"WFWQC_UT-4996540",2017-12-13,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,12,2017,"Accepted",NA,140,NA,NA,NA,14100,NA,NA,1500,1430,NA,NA,NA,NA,13800,40,1410,NA,"m3.sec",17.7986088,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,613.992528338389,NA,62.270164221553,65.3183540785521,NA,NA
"UTAHDWQ_WQX-4996540",2017-12-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,12,2017,"Accepted",97,87,12600,12500,12700,12700,2970,2760,1350,1330,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",13.4,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,416.3575412736,416.3575412736,43.60279762944,44.2584787968,90.48400109568,97.36865335296
"UTAHDWQ_WQX-4996566",2017-12-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,12,2017,"Accepted",89,82,11900,12000,11900,12100,3190,2830,1240,1300,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",19.04,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,563.65093306368,554.33438871552,60.55753826304,57.762574958592,131.829102526464,148.598882353152
"UTAHDWQ_WQX-4996540",2018-01-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,1,2018,"Accepted",109,104,13800,13900,13500,16000,3540,3250,1210,1370,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",14.57,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,570.3447527424,481.2283851264,48.835769453568,43.132321926144,115.8512779008,126.188776544256
"UTAHDWQ_WQX-4996566",2018-01-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,1,2018,"Accepted",110,104,13200,13500,13000,15700,4030,3310,1160,1410,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",14.59,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,560.41901208576,464.0412201984,50.330624652288,41.406755033088,118.152033758208,143.852778261504
"WFWQC_UT-4996540",2018-01-10,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,1,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",19.6702879,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2018-02-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,2,2018,"Accepted",55,49,13700,13600,14900,14700,3090,3030,1660,1670,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",12.48,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,448.83822477312,454.94486728704,50.990464991232,50.685132865536,92.515634085888,94.347626840064
"UTAHDWQ_WQX-4996566",2018-02-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,2,2018,"Accepted",53,49,13200,13100,13900,14400,3100,2960,1660,1620,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",16.36,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,576.37310496768,556.36014993408,64.841974308864,66.443010711552,118.476693798912,124.08032120832
"WFWQC_UT-4996540",2018-02-14,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,2,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",17.0216854,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2018-03-07,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,3,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",20.2000084,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2018-03-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,3,2018,"Accepted",89,89,15400,15500,13800,15400,3940,3950,1410,1550,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",12.62,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,475.48628176896,426.08510963712,47.85738550272,43.534782941184,121.95914370048,121.650386374656
"UTAHDWQ_WQX-4996566",2018-03-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,3,2018,"Accepted",110,98,14400,14400,14500,14400,3920,3890,1360,1490,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",17.32,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,610.19450966016,614.4319715328,63.138181902336,57.629481467904,164.837266845696,166.108505407488
"WFWQC_UT-4996536",2018-03-13,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15",NA,40.197811,-111.676083,3,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",7.06294,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2018-04-11,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,4,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",17.4454618,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2018-04-18,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,4,2018,"Accepted",15,15,12200,14100,14200,14300,3610,4160,1170,1350,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",9.062,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,317.042884933632,314.825801822208,29.930622004224,25.9398724036608,92.2306574352384,80.0367003224064
"UTAHDWQ_WQX-4996566",2018-04-18,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,4,2018,"Accepted",15,15,13300,13500,13200,13600,3770,4180,1140,1270,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",18.16,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,604.24444772352,586.47255220224,56.425768280064,50.649902235648,185.716308197376,167.500115288064
"UTAHDWQ_WQX-4996540",2018-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,5,2018,"Accepted",100,100,9930,10000,11100,12100,3570,3780,921,1030,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",7.69,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,227.65103336448,208.83689837568,19.378559038464,17.3278183246848,71.117430257664,67.166461910016
"UTAHDWQ_WQX-4996566",2018-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,5,2018,"Accepted",124,117,7830,7920,8420,8460,4120,4150,836,935,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",27.33,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,565.676204967936,563.001612982272,62.518587664896,55.8989725003776,277.48891851264,275.482974523392
"WFWQC_UT-4996540",2018-05-16,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,5,2018,"Accepted",NA,103,NA,NA,NA,12600,NA,NA,1040,1120,NA,NA,NA,NA,10400,78,1050,3,"m3.sec",18.8933645,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,582.421990533756,NA,51.7708436030005,48.0729262027862,NA,NA
"WFWQC_UT-4996536",2018-05-17,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15","River/Stream",40.197811,-111.676083,5,2018,"Accepted",NA,152,NA,NA,NA,NA,NA,NA,858,1030,NA,NA,NA,NA,9440,122,940,NA,"m3.sec",6.8157371,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,NA,NA,17.1754439249674,14.3073115413806,NA,NA
"UTAHDWQ_WQX-4996540",2018-06-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,6,2018,"Accepted",43,51,12300,12200,13900,16100,4500,4600,1370,1440,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",6.086,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,239.726331758592,206.968696363008,21.4413613498368,20.3990729508864,68.493237645312,67.00425421824
"UTAHDWQ_WQX-4996566",2018-06-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,6,2018,"Accepted",40,38,13400,13400,15200,15400,4320,3870,1540,1670,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",15.9,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,599.0675023872,591.2874049536,64.96381357056,59.90675023872,150.54488534016,168.05010456576
"WFWQC_UT-4996540",2018-06-13,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,6,2018,"Accepted",NA,NA,NA,NA,NA,14500,NA,NA,1410,1520,NA,NA,NA,NA,11500,117,1420,7.13,"m3.sec",12.9604949,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,459.777276757956,NA,48.1973421153168,44.7093765674978,NA,NA
"WFWQC_UT-4996536",2018-06-20,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15","River/Stream",40.197811,-111.676083,6,2018,"Accepted",NA,65,NA,NA,NA,10900,NA,NA,987,1160,NA,NA,NA,NA,9690,133,1080,2.89,"m3.sec",13.0311243,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,347.509195686963,NA,36.9826299997135,31.4671170773425,NA,NA
"UTAHDWQ_WQX-4996540",2018-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,7,2018,"Accepted",121,118,11400,11900,12900,15000,9570,4930,1290,1800,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",3.68,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,135.050747904,116.14364319744,16.20608974848,11.614364319744,44.386679144448,86.162377162752
"UTAHDWQ_WQX-4996566",2018-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,7,2018,"Accepted",284,257,9000,9290,10200,10000,9330,4740,1310,1580,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",14.95,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,365.76244224,373.0776910848,57.79046587392,47.91487993344,173.37139762176,341.25635860992
"WFWQC_UT-4996540",2018-07-18,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,7,2018,"Accepted",NA,124,NA,NA,NA,6410,NA,NA,1380,1490,NA,NA,NA,NA,7770,304,1380,0.098,"m3.sec",15.9622444,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,250.328272009088,NA,58.188631091036,53.8928261111609,NA,NA
"WFWQC_UT-4996536",2018-08-01,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15",NA,40.197811,-111.676083,8,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",21.895114,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2018-08-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,8,2018,"Accepted",80,94,9400,9430,9820,9750,5420,4120,528,706,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",5.48,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,130.7203163136,131.658821148672,9.4654916222976,7.0790078988288,55.237713149952,72.667088658432
"UTAHDWQ_WQX-4996566",2018-08-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,8,2018,"Accepted",133,145,7270,7270,7910,7440,5490,3990,518,735,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",20.4,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,371.33083901952,394.78856675328,36.68389337088,25.853410566144,199.14113544192,274.00622395392
