"MonitoringLocationIdentifier","ActivityStartDate","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","LatitudeMeasure","LongitudeMeasure","Month","Year","ResultStatusIdentifier","NH3.d","NH3.t","NO23.d","NO23.t","TDN","TN","DOC","TOC","TDP","TP","CO3.t","TKN.t","TKN.d","NO3.t","NO2.t","PO4","TKN.t2","Total Kjeldahl nitrogen_Total","orig.units","Flow.cfs","SiteType","OBJECTID_1","FID_UL_sub","OBJECTID","TARGET_FID","Type","wsa_sqkm","WS_Name","Monitored_","Shape_Leng","Shape_Area","geometry","Backwater","Flow.USGS.cfs","load.TN.kgd","load.TDN.kgd","load.TP.kgd","load.TDP.kgd","load.TOC.kgd","load.DOC.kgd"
"WFWQC_UT-4996540",2018-08-15,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,8,2018,"Accepted",NA,153,NA,NA,NA,11000,NA,NA,789,844,NA,NA,NA,NA,8720,124,785,1.95,"m3.sec",14.8674887,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,400.11811870076,NA,30.6999720166765,28.6993814231727,NA,NA
"WFWQC_UT-4996536",2018-08-28,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15",NA,40.197811,-111.676083,8,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",28.7108511,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2018-09-11,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,9,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",14.4083976,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2018-09-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,9,2018,"Accepted",124,167,12100,12000,12100,11900,6040,3600,1410,1430,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",6.21,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,180.79918875648,183.83783058432,21.726289069056,21.422424886272,54.69555290112,91.766983200768
"UTAHDWQ_WQX-4996566",2018-09-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,9,2018,"Accepted",141,183,11000,9590,11300,11000,6300,3610,1370,1430,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",9.84,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,264.8169013248,272.03918045184,34.426197172224,32.981741346816,86.908092162048,151.66786166784
"UTAHDWQ_WQX-4996540",2018-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,10,2018,"Accepted",116,119,9200,9150,9710,9790,7600,4180,996,1210,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",6.4,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,153.29238515712,152.03974053888,18.94624985088,15.595425497088,65.45068130304,119.0012387328
"UTAHDWQ_WQX-4996566",2018-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,10,2018,"Accepted",124,117,8940,8870,9310,9270,7020,4140,1020,1360,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",6.3,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,142.88222333952,143.49875936256,20.96222478336,15.72166858752,63.81147838464,108.20207204352
"WFWQC_UT-4996540",2018-10-09,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,10,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",13.2783272,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2018-10-18,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,10,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",24.9674929,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2018-11-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,11,2018,"Accepted",89,84,13500,14500,15500,15700,3040,3090,688,733,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",10.14,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,389.48929284096,384.5276457984,18.1844364109824,17.0680658264064,76.657446807552,75.417035046912
"UTAHDWQ_WQX-4996566",2018-11-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,11,2018,"Accepted",98,99,13200,14000,14400,13600,3160,3270,747,778,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",11.6,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,385.9711229952,408.6753067008,22.079818653696,21.200031535104,92.80335089664,89.68152563712
"WFWQC_UT-4996540",2018-11-13,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,11,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",22.3542051,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2018-12-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,12,2018,"Accepted",103,88,13700,13600,16700,16700,4160,3820,1170,1200,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",11.77,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,480.89565139968,480.89565139968,34.55537614848,33.691491744768,110.001280739328,119.791970648064
"UTAHDWQ_WQX-4996566",2018-12-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,12,2018,"Accepted",94,83,13800,13600,16400,15800,4040,3860,1180,1240,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",7.74,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,299.19612432384,310.55800246272,23.481214820352,22.345027006464,73.094749360128,76.503312801792
"WFWQC_UT-4996540",2018-12-12,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,12,2018,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m3.sec",30.8650478,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2019-01-15,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,1,2019,"Accepted",NA,83,NA,NA,NA,NA,NA,NA,1460,1560,NA,NA,NA,NA,16200,36,1500,0.831,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2019-01-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,1,2019,"Accepted",60,55,15700,15800,17700,16800,3920,3690,1370,1420,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",8.83,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,362.93420556288,382.37710943232,30.676581660672,29.596420334592,79.715905864704,84.684647964672
"UTAHDWQ_WQX-4996566",2019-01-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,1,2019,"Accepted",52,48,15500,15600,17000,16400,3910,3510,1410,1410,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",18.36,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,736.67247095808,763.6239028224,63.335864881152,63.335864881152,157.665876406272,175.633497649152
"WFWQC_UT-4996540",2019-02-12,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,2,2019,"Accepted",NA,88,NA,NA,NA,NA,NA,NA,1430,1480,NA,NA,NA,NA,12700,26,1430,NA,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2019-02-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,2,2019,"Accepted",65,62,13700,13900,14700,15800,3960,4010,1180,1270,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",7.99,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,308.86008182784,287.35716473856,24.826095184896,23.066765604864,78.387906843648,77.410501521408
"UTAHDWQ_WQX-4996566",2019-02-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,2,2019,"Accepted",66,62,12900,12900,14200,15000,4300,4240,1150,1200,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",9.78,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,358.912041984,339.77006641152,28.71296335872,27.51658988544,101.452470534144,102.88811870208
"WFWQC_UT-4996540",2019-03-20,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,3,2019,"Accepted",NA,11,NA,NA,NA,NA,NA,NA,1310,1450,NA,NA,NA,NA,14800,88,1340,3.04,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2019-04-02,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,4,2019,"Accepted",70,69,13300,13200,14500,14600,3990,4550,1190,1410,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",17,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,607.239051264,603.07987968,58.6443193344,49.4941418496,189.242307072,165.9509462016
"UTAHDWQ_WQX-4996566",2019-04-02,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,4,2019,"Accepted",96,107,8770,8920,9610,9740,4300,4530,970,1090,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",24.3,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,579.05944049664,571.33072106496,64.80233985024,57.66813729792,269.31614635008,255.6422581248
"WFWQC_UT-4996540",2019-04-03,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,4,2019,"Accepted",NA,74,NA,NA,NA,NA,NA,NA,1420,1660,NA,NA,NA,NA,12100,85,1430,0.814,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996536",2019-04-04,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15","River/Stream",40.197811,-111.676083,4,2019,"Accepted",NA,130,NA,NA,NA,NA,NA,NA,1170,1250,NA,NA,NA,NA,10400,95,1130,1.21,NA,NA,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2019-04-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,4,2019,"Accepted",72,63,12900,13000,14400,14500,3960,4230,1030,1220,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",8.55,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,303.313704192,301.2218855424,25.52018752512,21.54573209088,88.48392887808,82.83601852416
"UTAHDWQ_WQX-4996566",2019-04-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,4,2019,"Accepted",77,65,11800,12000,13200,13100,4200,3970,970,1250,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",12.42,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,398.06207944704,401.10072127488,37.983022848,29.474825730048,120.634080565248,127.62295676928
"WFWQC_UT-4996536",2019-05-09,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15","River/Stream",40.197811,-111.676083,5,2019,"Accepted",NA,40,NA,NA,NA,NA,NA,NA,222,278,NA,NA,NA,NA,1098.5,26,191.5,NA,NA,NA,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2019-05-14,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,5,2019,"Accepted",NA,30,NA,NA,NA,NA,NA,NA,781,902,NA,NA,NA,NA,9870,86,803,0.981,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2019-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,5,2019,"Accepted",105,93,10600,10700,12200,11900,4000,3870,849,977,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",8.6,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,250.3821293568,256.6942838784,20.556583225344,17.863397296128,81.42679332864,84.162060288
"UTAHDWQ_WQX-4996566",2019-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,5,2019,"Accepted",112,99,9380,9630,11400,10300,5620,3840,887,1020,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",13.5,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,340.195769856,376.527356928,33.6892898304,29.29647066624,126.8302675968,185.6213812224
"WFWQC_UT-4996540",2019-06-12,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,6,2019,"Accepted",NA,93,NA,NA,NA,NA,NA,NA,900,986,NA,NA,NA,NA,9140,84,958,NA,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996536",2019-06-18,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","Mill Race at mouth 1.25 miles west of I-15","River/Stream",40.197811,-111.676083,6,2019,"Accepted",NA,156,NA,NA,NA,NA,NA,NA,1430,1450,NA,NA,NA,NA,848,134,1390,NA,NA,NA,"Not specified",NA,NA,NA,NA,NA,NA,"Mill Race",NA,NA,NA,c(NA, NA),"Yes",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2019-06-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,6,2019,"Accepted",59,60,8920,8930,9660,9730,4500,4160,1080,1190,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",4.3,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,102.36210582528,101.62568779776,12.51910646784,11.36187813888,43.76427134976,47.341158912
"UTAHDWQ_WQX-4996566",2019-06-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,6,2019,"Accepted",35,42,7450,7380,7960,8270,4510,4860,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",17.9,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,362.17332182016,348.59729645568,NA,45.54537541632,212.83704281088,197.50927223808
"UTAHDWQ_WQX-4996540",2019-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,7,2019,"Accepted",36,23,9720,9610,9970,9920,8720,5140,892,1130,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",5.3,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,128.63094423552,129.27928568832,14.65251683328,11.566411517952,66.64950134784,113.07074936832
"UTAHDWQ_WQX-4996566",2019-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,7,2019,"Accepted",65,52,3880,3830,4210,4190,10200,4840,469,667,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",8.85,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,90.72254181888,91.15558497792,14.441989353984,10.154862079488,104.79644448768,220.8520111104
"WFWQC_UT-4996540",2019-07-17,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,7,2019,"Accepted",NA,97,NA,NA,NA,NA,NA,NA,336,388,NA,NA,NA,NA,9620,121,352,1.41,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2019-08-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,8,2019,"Accepted",72,70,12000,12000,13600,13000,4100,3830,1270,1440,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",2.63,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,83.6482802688,87.50897012736,9.265655660544,8.171793533952,24.644070263808,26.38138070016
"UTAHDWQ_WQX-4996566",2019-08-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,8,2019,"Accepted",61,50,9900,9830,12700,11700,4790,3700,1040,1300,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",4.65,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,133.1057235456,144.4822811136,14.7895248384,11.83161987072,42.0932630016,54.49371075072
"WFWQC_UT-4996540",2019-08-14,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,8,2019,"Accepted",NA,179,NA,NA,NA,NA,NA,NA,1720,1830,NA,NA,NA,NA,11000,78,1710,1.13,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
